nodes	id	label
http://www.disit.org/km4city/resource/Event_27759_a3a3534b39c681d226c2ae69392bd188	7817	"Teatro"@it
http://www.disit.org/km4city/resource/Event_17776_644b55e7caeb8020fd6711b05e6b3ba1	1055	"Sport"@it
http://www.disit.org/km4city/resource/Event_19886_b93325b58daefa4aa11e3d08c3fa192e	3856	"Musica classica, opera e balletto"@it
http://www.disit.org/km4city/resource/Event_31240_28cbcd4ac3127aad839e97cc74759fc6	10033	"Readings, Conferenze, Convegni"@it
http://www.disit.org/km4city/resource/Event_18110_c2e05e669f79f67cf8ac3e4b45e998a9	1498	"Film festival"@it
http://www.disit.org/km4city/resource/Event_16061_97a59a100c109a62fa6dc2729d605761	3854	"Musica classica, opera e balletto"@it
http://www.disit.org/km4city/resource/Event_22719_a6c1692a9a4393e775f7c836a4cec5f7	2858	"Musica classica, opera e balletto"@it
http://www.disit.org/km4city/resource/Event_23779_7882e4f6da7c47faf2df7b6570f75c4c	429	"Aperture straordinarie, visite guidate"@it
http://www.disit.org/km4city/resource/Event_24998_38594f3f70a791d86403a186856dfdc9	4228	"News"@it
http://www.disit.org/km4city/resource/Event_25137_e368b25260ddead969b7d83f38457aa0	4682	"Fiere, mercati"@it
http://www.disit.org/km4city/resource/Event_38482_2509cdd14e93d2f034cc67fd15aa27aa	9747	"Teatro"@it
http://www.disit.org/km4city/resource/Event_22641_27aeed2c8a82393f2117ef3a504e5660	2857	"Musica classica, opera e balletto"@it
http://www.disit.org/km4city/resource/Event_33826_4e47e304ed7c179ec039671a71cba022	10935	"Musica Classica, Opera e Balletto"@it
http://www.disit.org/km4city/resource/Event_25863_ff169137cbdfad5f5688bed49b4dee79	5404	"Musica rock, jazz, pop, etnica"@it
http://www.disit.org/km4city/resource/Event_23659_10b34560125bd38c37ef090107b56f20	3052	"Readings, Conferenze, Convegni"@it
http://www.disit.org/km4city/resource/Event_22920_bf355c2dcc77080b3612fdc352a74068	779	"Film festival"@it
http://www.disit.org/km4city/resource/Event_25984_1b96a45f674802ee99c35fa503edb969	6937	"Musica classica, opera e balletto"@it
http://www.disit.org/km4city/resource/Event_33698_8edb36cdfeeb8e12f3c2ccc1f1e55b39	9669	"Mostre"@it
http://www.disit.org/km4city/resource/Event_17028_274efbe48f8e21e5aeb2edd7bb86b1ef	9628	"Fiere, Mercati, Sagre"@it
http://www.disit.org/km4city/resource/Event_17187_30de5f7bbebc5b214d345f3e653979f2	1938	"Musica classica, opera e balletto"@it
http://www.disit.org/km4city/resource/Event_17106_df5f2f6ecda14e42dc0e55b1b1324904	1625	"Musica classica, opera e balletto"@it
http://www.disit.org/km4city/resource/Event_17854_4ce0d2da913382dfd408d6a186b6254e	525	"Musica classica, opera e balletto"@it
http://www.disit.org/km4city/resource/Event_23689_391adc2cd8bb476f39402f1d47ad9493	2581	"Teatro"@it
http://www.disit.org/km4city/resource/Event_22234_3a5ff1271d1b4021536216510d907cfd	2483	"Musica classica, opera e balletto"@it
http://www.disit.org/km4city/resource/Event_28257_bc3f154575c30e27f436f823faeaffaf	7894	"Film festival"@it
http://www.disit.org/km4city/resource/Event_27029_8b768842f742fe5a2d5bcfdedc4129e4	8126	"Musica classica, opera e balletto"@it
http://www.disit.org/km4city/resource/Event_27267_5761ece2fc64ed7d7feda7787d82ff64	7486	"Musica classica, opera e balletto"@it
http://www.disit.org/km4city/resource/Event_26698_519de1a2cd0278feb9fbdf5bd2dea855	6672	"Film festival"@it
http://www.disit.org/km4city/resource/Event_28271_1e3008d1793b613115f9eff5bb07ca12	9842	"Teatro"@it
http://www.disit.org/km4city/resource/Event_16087_8ea2116be350939c668c2640b2815efc	7281	"Musica classica, opera e balletto"@it
http://www.disit.org/km4city/resource/Event_25095_d4f3ff7e074cf10159e2a560fb0ff988	5421	"Aperture straordinarie, visite guidate"@it
http://www.disit.org/km4city/resource/Event_17207_bbbdf8e7ec73abe8f53b03a57fa2e0c2	616	"News"@it
http://www.disit.org/km4city/resource/Event_24285_5d48b03a5429b26fe3044173b1e3d999	2278	"Estate Fiorentina"@it
http://www.disit.org/km4city/resource/Event_25575_fcdc24d1210eb117531dcc880cc6d652	4966	"Film festival"@it
http://www.disit.org/km4city/resource/Event_38456_d6e35baa024720b1b5e0d19580d1df16	9736	"Aperture Straordinarie, Visite Guidate"@it
http://www.disit.org/km4city/resource/Event_14607_f1aec00bf4205ea956c3679349fd0f2c	1436	"Fiere, mercati"@it
http://www.disit.org/km4city/resource/Event_15162_b942f221fe426982e3a7813c4e87e1e1	1917	"Altri eventi"@it
http://www.disit.org/km4city/resource/Event_22362_6489cb5e19f7b366d53ed197ab80e341	331	"Aperture straordinarie, visite guidate"@it
http://www.disit.org/km4city/resource/Event_25117_12336080c74d261abeaf766bf402e53c	8243	"Teatro"@it
http://www.disit.org/km4city/resource/Event_29423_fec49b76fb61725c82f5d349965c738e	11793	"Altri Eventi"@it
http://www.disit.org/km4city/resource/Event_25595_5781a0f6903d7fb088739c1cabe0e841	4945	"Altri eventi"@it
http://www.disit.org/km4city/resource/Event_26996_26174b7d34e35de97361ccf80bc2180f	5056	"Film festival"@it
http://www.disit.org/km4city/resource/Event_27000_8a2659277eda9cbeb3ad7f525c525f4c	6208	"Film festival"@it
http://www.disit.org/km4city/resource/Event_24327_f0a3d2a6ab937ce881cef7ed64d8ffcf	3757	"Musica rock, jazz, pop, contemporanea"@it
http://www.disit.org/km4city/resource/Event_28449_15a52a30404568be72c2e25d6c999c11	9815	"Readings, Conferenze, Convegni"@it
http://www.disit.org/km4city/resource/Event_43372_82f99449fb2d55ea8948e566464f5f71	11399	"Readings, Conferenze, Convegni"@it
http://www.disit.org/km4city/resource/Event_23447_a194ab69107e2c7697180a3590379e4c	2955	"Artisti di strada"@it
http://www.disit.org/km4city/resource/Event_26046_20118e1aa4b95e424f20a03adbf0dd12	6647	"Film festival"@it
http://www.disit.org/km4city/resource/Event_28084_a42eedcbc15d0ae8192e48ad66da50e3	8807	"Musica rock, jazz, pop, etnica"@it
http://www.disit.org/km4city/resource/Event_26887_5b14252831e9c0cf98cebe0f4e8d8205	6185	"Musica rock, jazz, pop, etnica"@it
http://www.disit.org/km4city/resource/Event_28047_adf1eb2f2f105e4b702251f8b05e07b2	8675	"Teatro"@it
http://www.disit.org/km4city/resource/Event_23894_540601e25a01be9c1d4259940c11d663	3102	"Altri eventi"@it
http://www.disit.org/km4city/resource/Event_26357_4c93935833a27b2c3cf0accbb558f318	6480	"Mostre"@it
http://www.disit.org/km4city/resource/Event_43145_64241e1923ac69d4a138ff82b4e33db5	11530	"Mostre"@it
http://www.disit.org/km4city/resource/Event_10719_0f7fba271bb1924955f184e65b3d3fd3	942	"Fiere, mercati"@it
http://www.disit.org/km4city/resource/Event_26056_ffee1045f44b929f955b0dd4c158efdb	6365	"Musica rock, jazz, pop, etnica"@it
http://www.disit.org/km4city/resource/Event_14743_0a8a6cbf0c0207cac39536e573ac22ba	8361	"Teatro"@it
http://www.disit.org/km4city/resource/Event_44641_23dabebb0a736ba722cabd2e0aa2fa92	11474	"Teatro"@it
http://www.disit.org/km4city/resource/Event_26957_2d934ce706642d01ce4a6d740a8188db	6038	"Musica rock, jazz, pop, etnica"@it
http://www.disit.org/km4city/resource/Event_25133_c2845e6fff990429f5926af3b2be0de6	6456	"Film festival"@it
http://www.disit.org/km4city/resource/Event_28219_361d3d979529953122dbc76610a454e7	8070	"Film festival"@it
http://www.disit.org/km4city/resource/Event_28275_bb0b4f6e21bac29c2647ab15ec8bce90	8383	"Teatro"@it
http://www.disit.org/km4city/resource/Event_27926_79246a4ee076d6c5a98d64177b77decd	8999	"Film festival"@it
http://www.disit.org/km4city/resource/Event_25129_0a8a2403b2a31531e77d456bbc49951c	4666	"Teatro"@it
http://www.disit.org/km4city/resource/Event_16834_8819332dea1c7e90756758e02589af29	1829	"Teatro"@it
http://www.disit.org/km4city/resource/Event_28786_e46b41ce849c2db9d41e4160c7a0abe9	7604	"News"@it
http://www.disit.org/km4city/resource/Event_18589_e41962e1ba0092503574a690ba8261c2	722	"News"@it
http://www.disit.org/km4city/resource/Event_27495_7253a0e82d9e0d9787af77057d6946ff	8946	"Musica classica, opera e balletto"@it
http://www.disit.org/km4city/resource/Event_26763_ff55c094238da755d705444264021f03	5731	"Film festival"@it
http://www.disit.org/km4city/resource/Event_18138_a4863c5eab69fb741a0fb382ce7e0e5a	4947	"Altri eventi"@it
http://www.disit.org/km4city/resource/Event_23510_97ba5287cfb52b8b7cd79e72eb1c3b7f	1717	"Film festival"@it
http://www.disit.org/km4city/resource/Event_27187_7d3fc42135b9d377037c2689fab85501	3207	"Film festival"@it
http://www.disit.org/km4city/resource/Event_38792_ab4afbb5bc2eb0bfeb3530834f13f5fb	10830	"Readings, Conferenze, Convegni"@it
http://www.disit.org/km4city/resource/Event_24839_d357a563c8591f41822054bb39831c6b	2762	"Film festival"@it
http://www.disit.org/km4city/resource/Event_38689_935a725983b8ecaf2baf018d5f9d8501	10506	"Fiere, Mercati, Sagre"@it
http://www.disit.org/km4city/resource/Event_24283_ef72be20dd4f16f18bf6c9552ec228d1	3580	"Readings, Conferenze, Convegni"@it
http://www.disit.org/km4city/resource/Event_31301_9dbab8ad688ea282d6fb2f03a58047d9	10393	"Teatro"@it
http://www.disit.org/km4city/resource/Event_27465_3cb814a983f41e50eb7b56eaa42c8d82	7969	"Aperture straordinarie, visite guidate"@it
http://www.disit.org/km4city/resource/Event_24814_00d9cb564860ba26c6d79075dcc5b8e3	2315	"Aperture straordinarie, visite guidate"@it
http://www.disit.org/km4city/resource/Event_17696_4c0084da92b2a169faf87fd77479e466	1950	"Teatro"@it
http://www.disit.org/km4city/resource/Event_27315_17835daa36ccc69f629f9fcbc5d5d653	8193	"Film festival"@it
http://www.disit.org/km4city/resource/Event_27742_ab169d91adcae6de19387212757e0979	8283	"Film festival"@it
http://www.disit.org/km4city/resource/Event_25791_13a0cd5059f8880b98419974f33e8695	4852	"Altri eventi"@it
http://www.disit.org/km4city/resource/Event_18257_caa043a143797e3d0646ba2e61ad0a06	1517	"Musica classica, opera e balletto"@it
http://www.disit.org/km4city/resource/Event_14743_d9696d6801db271e3e9d9b165fb09500	4370	"Teatro"@it
http://www.disit.org/km4city/resource/Event_23837_8d3f7faf8934d2c41fd9b0ec5e82491d	4566	"Musica rock, jazz, pop, etnica"@it
http://www.disit.org/km4city/resource/Event_22771_855dc9a5ecccfcc971efe1aa850af459	9586	"Fiere, mercati"@it
http://www.disit.org/km4city/resource/Event_27645_ebf6c94fb73bd8f48d57a36f9a80de5a	9155	"Aperture straordinarie, visite guidate"@it
http://www.disit.org/km4city/resource/Event_38569_e1d50a70e99a06fe8ca8bbfa26bf0587	10686	"Aperture Straordinarie, Visite Guidate"@it
http://www.disit.org/km4city/resource/Event_21696_f609e5f3dbb7f6e8f340eaf9d87e7574	4142	"Musica classica, opera e balletto"@it
http://www.disit.org/km4city/resource/Event_28675_c09ea122c38db95e704806cb950d4ebc	8432	"News"@it
http://www.disit.org/km4city/resource/Event_24215_b2ccf7951bc69888b2a607613a449d2e	4886	"Mostre"@it
http://www.disit.org/km4city/resource/Event_17498_69659b0475539dd6d24c816a5bd89105	516	"Teatro"@it
http://www.disit.org/km4city/resource/Event_26054_05c74c50048bc84fb032b743cd6fc894	6364	"Film festival"@it
http://www.disit.org/km4city/resource/Event_44472_f658073044f86aa0a15d55a28d2cd7b0	8854	"Readings, Conferenze, Convegni"@it
http://www.disit.org/km4city/resource/Event_25494_9bfc79bc5d0c8820f22b11a67cf17676	4622	"Film festival"@it
http://www.disit.org/km4city/resource/Event_17163_59149f195135faf50fe1b9a7631c9da4	1874	"Musica classica, opera e balletto"@it
http://www.disit.org/km4city/resource/Event_16325_74b352caf4d74154e992f29b164ced3a	11403	"Teatro"@it
http://www.disit.org/km4city/resource/Event_26905_f3069131dcb1746c3cb4106c04c151a0	8861	"Musica classica, opera e balletto"@it
http://www.disit.org/km4city/resource/Event_23368_983cc84ae0c18951c31714c8c39e72be	2984	"Altri eventi"@it
http://www.disit.org/km4city/resource/Event_27894_95b7537d4d2b5beccdba4a6e45a8fbab	8741	"Aperture straordinarie, visite guidate"@it
http://www.disit.org/km4city/resource/Event_38029_a65ffd578c3e827fb4b42bcd91dc49c7	10683	"Musica Classica, Opera e Balletto"@it
http://www.disit.org/km4city/resource/Event_23295_f83bd6794c270c5a62c1f999a4435bef	7796	"Teatro"@it
http://www.disit.org/km4city/resource/Event_28567_e594889792339cb48be61b780c31a8f7	9849	"Teatro"@it
http://www.disit.org/km4city/resource/Event_25133_8a6397085c3056069bd44a31041d3db6	4681	"Film festival"@it
http://www.disit.org/km4city/resource/Event_24329_181a00bf9c822ab86d4c10b7824e4545	3760	"Tradizioni popolari"@it
http://www.disit.org/km4city/resource/Event_38551_fbd5ec28c9958d8d83b9484acd770e3d	10317	"Aperture Straordinarie, Visite Guidate"@it
http://www.disit.org/km4city/resource/Event_18318_3a61cce42b64eb17cd0e4c12319d448d	4995	"Musica classica, opera e balletto"@it
http://www.disit.org/km4city/resource/Event_45424_c80d73a021f895dc808436778ff0f7cf	11241	"Altri Eventi"@it
http://www.disit.org/km4city/resource/Event_25099_831143ddf8d418853c32fa4aed4dd627	4857	"Aperture straordinarie, visite guidate"@it
http://www.disit.org/km4city/resource/Event_22742_0ba21ad33d5ca2dcc16c86d49d6cc0dd	325	"Film festival"@it
http://www.disit.org/km4city/resource/Event_43442_2a610606ba35ebf50b4c1fd083039206	10761	"Aperture Straordinarie, Visite Guidate"@it
http://www.disit.org/km4city/resource/Event_26737_42c1e97e34633d44f3aa9f3229caab0a	6717	"Aperture straordinarie, visite guidate"@it
http://www.disit.org/km4city/resource/Event_38474_5a4d95cad2738daccd8b56bc8d6ce535	7533	"Aperture Straordinarie, Visite Guidate"@it
http://www.disit.org/km4city/resource/Event_26987_b9d290806a3242bdd6097067a2b0b6f4	7730	"Musica rock, jazz, pop, etnica"@it
http://www.disit.org/km4city/resource/Event_18379_77182cca2cd8c6dfc8fd91b57d357ae0	2013	"Mostre"@it
http://www.disit.org/km4city/resource/Event_17115_bd962a4b97a06b312c6ddbe5138c32c6	1449	"Readings, incontri letterari, conferenze"@it
http://www.disit.org/km4city/resource/Event_17897_fe4ed4ca0ba110e498822640b3131d29	1958	"Musica rock, jazz, pop, contemporanea"@it
http://www.disit.org/km4city/resource/Event_28145_a416670a868f334f70c7e0526a4f54db	8736	"Film festival"@it
http://www.disit.org/km4city/resource/Event_26509_3d6c3373a36aa2db5d0755d69d2a6682	7059	"News"@it
http://www.disit.org/km4city/resource/Event_27495_ede9fd3efe21151bc0f5918e21ea480f	8619	"Musica classica, opera e balletto"@it
http://www.disit.org/km4city/resource/Event_38815_6cda79f28f574268008cd5ae4813ac2c	11128	"Tradizioni Popolari"@it
http://www.disit.org/km4city/resource/Event_28783_967bad9d148cbbe15aca85831d7c8339	9883	"News"@it
http://www.disit.org/km4city/resource/Event_23570_3f246b79b47065bb2cf078734a6743a6	3275	"Teatro"@it
http://www.disit.org/km4city/resource/Event_28072_49ed707dc1684ee591074d59eeb4d0e9	8693	"Teatro"@it
http://www.disit.org/km4city/resource/Event_22775_ab57bd9fc035ed509cba6084cfcb8d38	2197	"Mostre"@it
http://www.disit.org/km4city/resource/Event_27011_943ef99581a4a754a6cd45adec74790f	6041	"Altri eventi"@it
http://www.disit.org/km4city/resource/Event_18255_e6f9494664dba56fc82c9fa1821a219a	1515	"Musica classica, opera e balletto"@it
http://www.disit.org/km4city/resource/Event_23220_9a816f669b0e26b5b7bba80c05855138	2518	"Teatro"@it
http://www.disit.org/km4city/resource/Event_21072_d459cd9159ce9a6e5887cab4c99c5bec	1734	"Teatro"@it
http://www.disit.org/km4city/resource/Event_23520_32ecebce66cd8d87f7effcae4364cd6b	1732	"News"@it
http://www.disit.org/km4city/resource/Event_27552_aeea37a3127fcc13ec80189c78de6d46	9465	"Altri eventi"@it
http://www.disit.org/km4city/resource/Event_25969_ad4cb2f2efe3ccc918cfc798cb021a44	5375	"Teatro"@it
http://www.disit.org/km4city/resource/Event_26437_7d91fbebe7a809a6338f605f288c6566	5710	"Aperture straordinarie, visite guidate"@it
http://www.disit.org/km4city/resource/Event_27029_42a1e1938310645fe9b58a4c8f8b9802	6836	"Musica classica, opera e balletto"@it
http://www.disit.org/km4city/resource/Event_25971_8f595e811b4adfe2ca36463d882bedcc	5387	"Musica classica, opera e balletto"@it
http://www.disit.org/km4city/resource/Event_24462_9432e7ff7a7a9b259ce0583274410ef2	4176	"Aperture straordinarie, visite guidate"@it
http://www.disit.org/km4city/resource/Event_27797_f485f8d2675bc8bf8ae6ed4030b270c2	9478	"Readings, Conferenze, Convegni"@it
http://www.disit.org/km4city/resource/Event_38659_0f492731934accc9912057e8dccfaf50	10497	"Mostre"@it
http://www.disit.org/km4city/resource/Event_38471_e308492c5eb65252d76fb63218abde88	9742	"Teatro"@it
http://www.disit.org/km4city/resource/Event_26260_6a3a05baa7f8f21476b6bf941bf65c94	1182	"Aperture straordinarie, visite guidate"@it
http://www.disit.org/km4city/resource/Event_26381_e58341047c0d7883f65c38696e9c24b5	7236	"Musica classica, opera e balletto"@it
http://www.disit.org/km4city/resource/Event_43310_7e7b167d7358c09b30a384aa50868aa1	11741	"Readings, Conferenze, Convegni"@it
http://www.disit.org/km4city/resource/Event_44557_5a072aaf3eee234fb2562e5a3776d667	11579	"Film Festival"@it
http://www.disit.org/km4city/resource/Event_26742_93c870e72054081e3649f73934a700f3	5020	"Film festival"@it
http://www.disit.org/km4city/resource/Event_18128_4f9fbe3cc8b4bb59dfcaa582f387385b	1023	"Musica classica, opera e balletto"@it
http://www.disit.org/km4city/resource/Event_23524_e4cfeec01bf806571b1b85125b0ca7ca	3244	"Teatro"@it
http://www.disit.org/km4city/resource/Event_20544_48d921f1c83a05a6ab133ce3d6de7aad	6753	"Fiere, mercati"@it
http://www.disit.org/km4city/resource/Event_38589_47206b547ff64729f39d7a09c2e8cd9b	10297	"Film Festival"@it
http://www.disit.org/km4city/resource/Event_43123_b23b3f30fcdc90ef1a4f5415d0d9a246	10749	"Musica Rock, Jazz, Pop, Etnica"@it
http://www.disit.org/km4city/resource/Event_27626_61e32966dcb8c57ef2a2b07a11fb5afa	8933	"Altri eventi"@it
http://www.disit.org/km4city/resource/Event_27421_d0f73512cee6a221213338d96ce06ad4	7477	"News"@it
http://www.disit.org/km4city/resource/Event_18323_b4c96d2d049640ec7021f0533f81b72c	652	"Teatro"@it
http://www.disit.org/km4city/resource/Event_18401_f04f163bf68191eb8ef295222957585c	1354	"Aperture straordinarie, visite guidate"@it
http://www.disit.org/km4city/resource/Event_24182_36c978033fd4609e0036b27542d009de	7137	"News"@it
http://www.disit.org/km4city/resource/Event_38647_906db08018f341b473ea07573c1416b5	10611	"Aperture Straordinarie, Visite Guidate"@it
http://www.disit.org/km4city/resource/Event_38556_433fa30f0cd21286447691b00c6cbca5	11714	"Musica Classica, Opera e Balletto"@it
http://www.disit.org/km4city/resource/Event_16565_3291f66fe1c215d4e6f7a71beb2ad1a8	214	"Musica classica, opera e balletto"@it
http://www.disit.org/km4city/resource/Event_23837_fc9efbc8e59627f65c5cd145f2aee39d	3797	"Musica rock, jazz, pop, etnica"@it
http://www.disit.org/km4city/resource/Event_27578_0480e846a3cb8070f51a566ea9631777	8626	"Film festival"@it
http://www.disit.org/km4city/resource/Event_27093_6a7d6ab9307a4b46e77108faada16f1e	7356	"Musica classica, opera e balletto"@it
http://www.disit.org/km4city/resource/Event_25676_dd45f1b3fd0e17cfa8043daa54fc593f	5345	"Film festival"@it
http://www.disit.org/km4city/resource/Event_44635_fa8550135f014a1861fc641588f1992e	11224	"Teatro"@it
http://www.disit.org/km4city/resource/Event_25852_11170ae493bfa135524b59d247de8736	4860	"Film festival"@it
http://www.disit.org/km4city/resource/Event_43239_82b64222606fc7ae7f147660f7ac9688	11320	"Readings, Conferenze, Convegni"@it
http://www.disit.org/km4city/resource/Event_24850_92e20fb039826ac84856975bc9ceb7cd	4374	"Aperture straordinarie, visite guidate"@it
http://www.disit.org/km4city/resource/Event_24691_96181d931a7cb5615d8f9aaa936a0e36	6409	"Musica classica, opera e balletto"@it
http://www.disit.org/km4city/resource/Event_26882_ee273996475a35c8c028520981993073	6751	"Altri eventi"@it
http://www.disit.org/km4city/resource/Event_27537_0dbdfae96bfe760915757f8617ec0e59	8620	"Aperture straordinarie, visite guidate"@it
http://www.disit.org/km4city/resource/Event_26883_e3b7aef56612bee032bbbf6e4a0e6923	6756	"News"@it
http://www.disit.org/km4city/resource/Event_17017_bacb4aa1d602c709706f16fa6a600e6a	1047	"Aperture straordinarie, visite guidate"@it
http://www.disit.org/km4city/resource/Event_17017_3445bd18b5225f3b360883fb24a5720c	1831	"Aperture straordinarie, visite guidate"@it
http://www.disit.org/km4city/resource/Event_27452_687fa4bc3cd1c0f08a27767ab7811245	8589	"Readings, Conferenze, Convegni"@it
http://www.disit.org/km4city/resource/Event_27058_4f92edcdf108dbe30a4d127054dcaa64	6862	"Musica classica, opera e balletto"@it
http://www.disit.org/km4city/resource/Event_26138_4b5ce34bb37e58fa5a37d846d3068ec6	3169	"Aperture straordinarie, visite guidate"@it
http://www.disit.org/km4city/resource/Event_23313_84ef2ebdca7aade15dfd96e3603926c6	2226	"Film festival"@it
http://www.disit.org/km4city/resource/Event_45427_b3399df4fe4d68ded05cdfcdc0639b6c	11247	"Altri Eventi"@it
http://www.disit.org/km4city/resource/Event_26664_606e8a2c6708ef1fde7f7355a3d207a1	6160	"Film festival"@it
http://www.disit.org/km4city/resource/Event_27465_8631b444109d57e44a8aa88ef0179201	7489	"Aperture straordinarie, visite guidate"@it
http://www.disit.org/km4city/resource/Event_26267_e4698e50c1a26aab8806caa87f2dad8a	6438	"Mostre"@it
http://www.disit.org/km4city/resource/Event_25919_c4879f718214e49714b185475397f7fd	5564	"Teatro"@it
http://www.disit.org/km4city/resource/Event_43140_9f88f58dd448269be52189432a243f30	11914	"Readings, Conferenze, Convegni"@it
http://www.disit.org/km4city/resource/Event_24365_7c3da2cc0825408b2661efd0e6dda57d	3459	"Film festival"@it
http://www.disit.org/km4city/resource/Event_18276_b900825a8cfc7d999844d9cd9f2e3cac	836	"Film festival"@it
http://www.disit.org/km4city/resource/Event_28184_46b043279d97dbb813c6ba2adc03a561	9052	"Musica rock, jazz, pop, etnica"@it
http://www.disit.org/km4city/resource/Event_18139_985c5de56c28fdfdd5ddcc2af34c4f61	896	"Musica rock, jazz, pop, contemporanea"@it
http://www.disit.org/km4city/resource/Event_17386_7c34966128957f36e822ad676b3aff3d	952	"Musica classica, opera e balletto"@it
http://www.disit.org/km4city/resource/Event_24758_cca4fbcf0f7c063cf05ad6fe5e3394c0	5142	"Aperture straordinarie, visite guidate"@it
http://www.disit.org/km4city/resource/Event_18531_869eb15f44a290d5bb03f4ff12452fb8	1392	"Film festival"@it
http://www.disit.org/km4city/resource/Event_26716_69b66e267374c46fe8264e8e5271b214	6708	"Musica classica, opera e balletto"@it
http://www.disit.org/km4city/resource/Event_38395_52c4b5b5586af8d6cd54eddeb0940155	10087	"Teatro"@it
http://www.disit.org/km4city/resource/Event_24288_edd192c5bb1604339b8621f2fbae5916	4328	"Altri eventi"@it
http://www.disit.org/km4city/resource/Event_26987_c34e34ef184f73a09d04ae0aea86eea8	6031	"Musica rock, jazz, pop, etnica"@it
http://www.disit.org/km4city/resource/Event_25742_1c2baeb2b756c0098bc9546fc7b7764e	6548	"Tradizioni popolari"@it
http://www.disit.org/km4city/resource/Event_16618_17f42ff4f40ad1fdd86eb20cddf6751f	1865	"Musica classica, opera e balletto"@it
http://www.disit.org/km4city/resource/Event_27270_881f644d7b47c21eeb867aa12b278cf7	8550	"Musica classica, opera e balletto"@it
http://www.disit.org/km4city/resource/Event_24989_1fd0ac2fda669d62803462fd4ee523b0	4671	"Musica classica, opera e balletto"@it
http://www.disit.org/km4city/resource/Event_17152_2dfcb335cf79acce4be6139ddcb4c1be	612	"Readings, incontri letterari, conferenze"@it
http://www.disit.org/km4city/resource/Event_26562_99a36fdeedd357b3733b45f99351cd5c	6498	"Musica rock, jazz, pop, etnica"@it
http://www.disit.org/km4city/resource/Event_24256_5154991deaa6c57d29234fb13c8fdfdb	3952	"Teatro"@it
http://www.disit.org/km4city/resource/Event_25036_e9ac196d857a1b3eb5fdcb19798912cf	4251	"Fiere, mercati"@it
http://www.disit.org/km4city/resource/Event_38495_ff5bdec6c5398a7fdfd5148377711170	10910	"Aperture Straordinarie, Visite Guidate"@it
http://www.disit.org/km4city/resource/Event_22801_451afbc8b3590c0a24a612cf00804a0c	2415	"Musica classica, opera e balletto"@it
http://www.disit.org/km4city/resource/Event_27856_cca46bb0966c2ef0ad1a5931a9c0994e	7818	"Musica classica, opera e balletto"@it
http://www.disit.org/km4city/resource/Event_27186_c948de7468d9f5d13532d291bc37023d	8863	"Musica classica, opera e balletto"@it
http://www.disit.org/km4city/resource/Event_29015_1378047ae1502f427eb5db89689e2ff6	10569	"Film festival"@it
http://www.disit.org/km4city/resource/Event_27008_d467469aea68e076d8bd6301d1759693	6827	"Film festival"@it
http://www.disit.org/km4city/resource/Event_24568_982a24e45a2f78a6939da4c1deaf3bd4	3379	"Teatro"@it
http://www.disit.org/km4city/resource/Event_18758_f9a97aee0094072873b858521b5ca1f0	548	"Film festival"@it
http://www.disit.org/km4city/resource/Event_26817_f72b722291a72e7361e45240fa56ea44	9041	"Film festival"@it
http://www.disit.org/km4city/resource/Event_38573_db68d22b77893d3ad3e555781a24075f	10954	"Readings, Conferenze, Convegni"@it
